HL7 Message Context,Concept Code,Concept Name,Preferred Concept Name,Code System,ARLN Data Element Identifer,ARLN Data element Name,ARLN Value Set Identifier,ARLN Value Set Name
SPM-4.1,441694006,Specimen from axillary lymph node obtained by fine needle aspiration biopsy (specimen),Specimen from axillary lymph node obtained by fine needle aspiration biopsy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,441673008,Ribonucleic acid specimen (specimen),Ribonucleic acid specimen,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,441652008,Formalin-fixed paraffin-embedded tissue specimen (specimen),Formalin-fixed paraffin-embedded tissue specimen,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,441620008,Oral fluid specimen (specimen),Oral fluid specimen,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,441518000,Lymphoblastoid cell line specimen (specimen),Lymphoblastoid cell line specimen,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,441510007,Blood specimen with anticoagulant (specimen),Blood specimen with anticoagulant,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,441479001,Fresh tissue specimen (specimen),Fresh tissue specimen,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,440675009,Specimen from upper urinary tract obtained by lavage (specimen),Specimen from upper urinary tract obtained by lavage,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,440674008,Specimen obtained by lavage (specimen),Specimen obtained by lavage,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,440515008,Specimen of targeted lesion obtained by biopsy (specimen),Specimen of targeted lesion obtained by biopsy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,440502004,Soft tissue specimen obtained by excision (specimen),Soft tissue specimen obtained by excision,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,440500007,Blood spot specimen (specimen),Blood spot specimen,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,440493002,Graft specimen from patient (specimen),Graft specimen from patient,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,440473005,Contact lens submitted as specimen (specimen),Contact lens submitted as specimen,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,440472000,Specimen from transplanted lung obtained by excision (specimen),Specimen from transplanted lung obtained by excision,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,440469007,Tissue specimen from ectopic pregnancy (specimen),Tissue specimen from ectopic pregnancy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,440468004,Tampon submitted as specimen (specimen),Tampon submitted as specimen,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,440229008,Specimen from environment (specimen),Specimen from environment,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,440138003,Specimen containing crystals from synovial joint (specimen),Specimen containing crystals from synovial joint,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,440137008,Specimen obtained by peritoneal lavage (specimen),Specimen obtained by peritoneal lavage,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,440136004,Specimen from cranium (specimen),Specimen from cranium,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,440135000,Specimen from ureter obtained by brush biopsy (specimen),Specimen from ureter obtained by brush biopsy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,439961009,Implant submitted as specimen (specimen),Implant submitted as specimen,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,439895009,Tissue specimen from nose obtained by excision (specimen),Tissue specimen from nose obtained by excision,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,439628000,Urinary collection bag submitted as specimen (specimen),Urinary collection bag submitted as specimen,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,439580004,Urine collection pad submitted as specimen (specimen),Urine collection pad submitted as specimen,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,439479000,Tissue specimen obtained by excision (specimen),Tissue specimen obtained by excision,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,439034006,Tissue specimen from liver obtained by excision (specimen),Tissue specimen from liver obtained by excision,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,438960000,Specimen from intervertebral disc (specimen),Specimen from intervertebral disc,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,438805006,Whole tooth specimen (specimen),Whole tooth specimen,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,438804005,Tissue specimen from transplanted kidney (specimen),Tissue specimen from transplanted kidney,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,438803004,Tissue specimen from retroperitoneum (specimen),Tissue specimen from retroperitoneum,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,438661003,Specimen from transplanted kidney obtained by biopsy (specimen),Specimen from transplanted kidney obtained by biopsy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,438660002,Specimen from prosthetic device (specimen),Specimen from prosthetic device,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,438659007,Specimen from liver obtained by wedge biopsy (specimen),Specimen from liver obtained by wedge biopsy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,438595008,Fluid specimen from sebaceous cyst (specimen),Fluid specimen from sebaceous cyst,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,438545007,Fluid specimen from spermatocele (specimen),Fluid specimen from spermatocele,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,438543000,Specimen from transplanted liver obtained by biopsy (specimen),Specimen from transplanted liver obtained by biopsy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,438542005,Specimen from vagus nerve (specimen),Specimen from vagus nerve,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,438454007,Specimen from transplanted lung obtained by biopsy (specimen),Specimen from transplanted lung obtained by biopsy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,438352005,Specimen from trachea obtained by excision (specimen),Specimen from trachea obtained by excision,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,438351003,Tissue specimen obtained by esophagogastrectomy (specimen),Tissue specimen obtained by esophagogastrectomy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,438343001,Swab of pilonidal sinus (specimen),Swab of pilonidal sinus,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,438336007,Hemorrhoid tissue specimen (specimen),Hemorrhoid tissue specimen,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,437921000124103,First void urine specimen (specimen),First void urine specimen,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,436761000124109,Vegetable AND/OR fruit specimen (specimen),Vegetable AND/OR fruit specimen,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,436651000124102,Swab of fluid from vesicle (specimen),Swab of fluid from vesicle,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,435971000124108,Body fluid specimen from peritoneal dialysis insertion site (specimen),Body fluid specimen from peritoneal dialysis insertion site,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,435541000124108,Scab specimen (specimen),Scab specimen,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,435291000124102,Grain specimen (specimen),Grain specimen,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,434406008,Specimen from salivary gland obtained by fine needle aspiration biopsy (specimen),Specimen from salivary gland obtained by fine needle aspiration biopsy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,434250007,Specimen from pericardium obtained by biopsy (specimen),Specimen from pericardium obtained by biopsy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,434249007,Specimen from ear obtained by fine needle aspiration biopsy (specimen),Specimen from ear obtained by fine needle aspiration biopsy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,434244002,Specimen from retroperitoneum obtained by biopsy (specimen),Specimen from retroperitoneum obtained by biopsy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,434140003,Specimen from mesentery obtained by fine needle aspiration biopsy (specimen),Specimen from mesentery obtained by fine needle aspiration biopsy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,434014007,Specimen from mediastinum obtained by biopsy (specimen),Specimen from mediastinum obtained by biopsy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,433881000124103,Nasal and throat swab (specimen),Nasal and throat swab,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,433873002,Specimen from spermatic cord obtained by biopsy (specimen),Specimen from spermatic cord obtained by biopsy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,433871000124101,Nasal washings (specimen),Nasal washings,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,433861002,Specimen from nasal sinus obtained by fine needle aspiration biopsy (specimen),Specimen from nasal sinus obtained by fine needle aspiration biopsy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,433860001,Specimen from nasal sinus obtained by biopsy (specimen),Specimen from nasal sinus obtained by biopsy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,433859006,Specimen from nasal fossae obtained by fine needle aspiration biopsy (specimen),Specimen from nasal fossae obtained by fine needle aspiration biopsy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,433854001,Specimen from seminal vesicle obtained by biopsy (specimen),Specimen from seminal vesicle obtained by biopsy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,433801000124107,Nasopharyngeal and oropharyngeal swab (specimen),Nasopharyngeal and oropharyngeal swab,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,433799002,Nerve ganglion specimen (specimen),Nerve ganglion specimen,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,433781000124108,Tissue specimen from mass (specimen),Tissue specimen from mass,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,433771000124105,Popliteal cyst fluid (specimen),Popliteal cyst fluid,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,433760005,Specimen from spleen obtained by biopsy (specimen),Specimen from spleen obtained by biopsy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,433326001,Specimen from mediastinum (specimen),Specimen from mediastinum,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,433324003,Specimen from eye region (specimen),Specimen from eye region,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,433323009,Specimen from retroperitoneum (specimen),Specimen from retroperitoneum,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,433322004,Specimen from mesentery (specimen),Specimen from mesentery,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,433309007,Specimen from omentum (specimen),Specimen from omentum,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,433308004,Specimen from spleen (specimen),Specimen from spleen,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,433120004,Specimen from urethra obtained by fine needle aspiration biopsy (specimen),Specimen from urethra obtained by fine needle aspiration biopsy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,433119005,Specimen from salivary gland obtained by biopsy (specimen),Specimen from salivary gland obtained by biopsy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,433118002,Specimen from retroperitoneum obtained by fine needle aspiration biopsy (specimen),Specimen from retroperitoneum obtained by fine needle aspiration biopsy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,433117007,Specimen from lower limb obtained by biopsy (specimen),Specimen from lower limb obtained by biopsy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,433116003,Specimen from liver obtained by fine needle aspiration biopsy (specimen),Specimen from liver obtained by fine needle aspiration biopsy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,433115004,Specimen from lip obtained by fine needle aspiration biopsy (specimen),Specimen from lip obtained by fine needle aspiration biopsy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,432986001,Specimen from tooth obtained by biopsy (specimen),Specimen from tooth obtained by biopsy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,432985002,Specimen from tongue obtained by fine needle aspiration biopsy (specimen),Specimen from tongue obtained by fine needle aspiration biopsy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,432984003,Specimen from thyroid obtained by biopsy (specimen),Specimen from thyroid obtained by biopsy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,432983009,Specimen from pituitary gland obtained by fine needle aspiration biopsy (specimen),Specimen from pituitary gland obtained by fine needle aspiration biopsy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,432982004,Specimen from peritoneum obtained by fine needle aspiration biopsy (specimen),Specimen from peritoneum obtained by fine needle aspiration biopsy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,432981006,Specimen from eye obtained by fine needle aspiration biopsy (specimen),Specimen from eye obtained by fine needle aspiration biopsy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,432980007,Specimen from epididymis obtained by fine needle aspiration biopsy (specimen),Specimen from epididymis obtained by fine needle aspiration biopsy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,432910000,Specimen from ear obtained by biopsy (specimen),Specimen from ear obtained by biopsy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,432897002,Cytologic material obtained from joint fluid (specimen),Cytologic material obtained from joint fluid,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,432865002,Specimen from larynx obtained by fine needle aspiration biopsy (specimen),Specimen from larynx obtained by fine needle aspiration biopsy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,432864003,Specimen from large intestine obtained by fine needle aspiration biopsy (specimen),Specimen from large intestine obtained by fine needle aspiration biopsy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,432825001,Body secretion specimen (specimen),Body secretion specimen,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,432657002,Ganglion cyst specimen (specimen),Ganglion cyst specimen,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,432608000,Specimen from nasal fossae obtained by biopsy (specimen),Specimen from nasal fossae obtained by biopsy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,432607005,Specimen from mouth obtained by fine needle aspiration biopsy (specimen),Specimen from mouth obtained by fine needle aspiration biopsy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,432441006,Specimen from hydrocele of tunica vaginalis (specimen),Specimen from hydrocele of tunica vaginalis,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,432436003,Specimen from hydrocele of spermatic cord (specimen),Specimen from hydrocele of spermatic cord,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,432420000,Specimen from ureter obtained by fine needle aspiration biopsy (specimen),Specimen from ureter obtained by fine needle aspiration biopsy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,432419006,Specimen from joint obtained by fine needle aspiration biopsy (specimen),Specimen from joint obtained by fine needle aspiration biopsy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,432385009,Specimen from sympathetic nerve ganglion obtained by biopsy (specimen),Specimen from sympathetic nerve ganglion obtained by biopsy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,432384008,Specimen from stomach obtained by fine needle aspiration biopsy (specimen),Specimen from stomach obtained by fine needle aspiration biopsy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,432383002,Specimen from spleen obtained by fine needle aspiration biopsy (specimen),Specimen from spleen obtained by fine needle aspiration biopsy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,432382007,Specimen from lymph node obtained by fine needle aspiration biopsy (specimen),Specimen from lymph node obtained by fine needle aspiration biopsy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,432146008,Specimen from mesentery obtained by biopsy (specimen),Specimen from mesentery obtained by biopsy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,432145007,Specimen from meninges obtained by biopsy (specimen),Specimen from meninges obtained by biopsy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,432144006,Specimen from mediastinum obtained by fine needle aspiration biopsy (specimen),Specimen from mediastinum obtained by fine needle aspiration biopsy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,432143000,Specimen from penis obtained by fine needle aspiration biopsy (specimen),Specimen from penis obtained by fine needle aspiration biopsy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,432142005,Specimen from penis obtained by biopsy (specimen),Specimen from penis obtained by biopsy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,432141003,Specimen from parathyroid obtained by fine needle aspiration biopsy (specimen),Specimen from parathyroid obtained by fine needle aspiration biopsy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,432140002,Specimen from bronchus obtained by fine needle aspiration biopsy (specimen),Specimen from bronchus obtained by fine needle aspiration biopsy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,432139004,Specimen from brain obtained by biopsy (specimen),Specimen from brain obtained by biopsy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,432136006,Specimen from vulva obtained by fine needle aspiration biopsy (specimen),Specimen from vulva obtained by fine needle aspiration biopsy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,432135005,Specimen from small intestine obtained by fine needle aspiration biopsy (specimen),Specimen from small intestine obtained by fine needle aspiration biopsy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,432134009,Specimen from skin obtained by fine needle aspiration biopsy (specimen),Specimen from skin obtained by fine needle aspiration biopsy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,432099000,Specimen from bladder obtained by fine needle aspiration biopsy (specimen),Specimen from bladder obtained by fine needle aspiration biopsy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,432098008,Specimen from bile duct obtained by fine needle aspiration biopsy (specimen),Specimen from bile duct obtained by fine needle aspiration biopsy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,432097003,Specimen from artery obtained by biopsy (specimen),Specimen from artery obtained by biopsy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,432061007,Specimen from vein obtained by biopsy (specimen),Specimen from vein obtained by biopsy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,432060008,Specimen from uterus obtained by fine needle aspiration biopsy (specimen),Specimen from uterus obtained by fine needle aspiration biopsy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,432059003,Specimen from uterus obtained by biopsy (specimen),Specimen from uterus obtained by biopsy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,432058006,Specimen from skeletal muscle obtained by biopsy (specimen),Specimen from skeletal muscle obtained by biopsy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,432057001,Specimen from seminal vesicle obtained by fine needle aspiration biopsy (specimen),Specimen from seminal vesicle obtained by fine needle aspiration biopsy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,431905001,Swab of building drain (specimen),Swab of building drain,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,431889006,Specimen from upper limb obtained by biopsy (specimen),Specimen from upper limb obtained by biopsy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,431888003,Specimen from unspecified body site obtained by fine needle aspiration (specimen),Specimen from unspecified body site obtained by fine needle aspiration,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,431887008,Specimen from unspecified body site obtained by biopsy (specimen),Specimen from unspecified body site obtained by biopsy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,431886004,Specimen from head and neck structure obtained by fine needle aspiration biopsy (specimen),Specimen from head and neck structure obtained by fine needle aspiration biopsy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,431885000,Specimen from head and neck structure obtained by biopsy (specimen),Specimen from head and neck structure obtained by biopsy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,431884001,Specimen from gallbladder obtained by fine needle aspiration biopsy (specimen),Specimen from gallbladder obtained by fine needle aspiration biopsy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,431776009,Swab of surgical drain (specimen),Swab of surgical drain,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,431771004,Cytologic material obtained from ascitic fluid (specimen),Ascitic fluid cytologic material,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,431697001,Specimen from spinal cord obtained by biopsy (specimen),Specimen from spinal cord obtained by biopsy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,431696005,Specimen from spermatic cord obtained by fine needle aspiration biopsy (specimen),Specimen from spermatic cord obtained by fine needle aspiration biopsy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,431413009,Specimen from tunica of testis obtained by biopsy (specimen),Specimen from tunica of testis obtained by biopsy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,431412004,Specimen from trunk obtained by biopsy (specimen),Specimen from trunk obtained by biopsy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,431406009,Specimen from pancreas obtained by fine needle aspiration biopsy (specimen),Specimen from pancreas obtained by fine needle aspiration biopsy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,431405008,Specimen from ovary obtained by fine needle aspiration biopsy (specimen),Specimen from ovary obtained by fine needle aspiration biopsy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,431404007,Specimen from bone obtained by fine needle aspiration biopsy (specimen),Specimen from bone obtained by fine needle aspiration biopsy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,431361003,Joint fluid specimen (specimen),Joint fluid specimen,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,431235004,Specimen from trachea obtained by fine needle aspiration biopsy (specimen),Specimen from trachea obtained by fine needle aspiration biopsy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,431234000,Specimen from fetus obtained by biopsy (specimen),Specimen from fetus obtained by biopsy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,431233006,Specimen from fallopian tube obtained by fine needle aspiration biopsy (specimen),Specimen from fallopian tube obtained by fine needle aspiration biopsy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,431232001,Specimen from eye region obtained by biopsy (specimen),Specimen from eye region obtained by biopsy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,431205006,Specimen from epididymis obtained by biopsy (specimen),Specimen from epididymis obtained by biopsy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,431196006,Tissue spot (specimen),Tissue spot,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,431058008,Lip cytologic material (specimen),Lip cytologic material,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,430970004,Core sample of tissue block (specimen),Core sample of tissue block,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,430861001,Macroscopic tissue specimen (specimen),Macroscopic tissue specimen,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,430856003,Tissue section (specimen),Tissue section,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,430855004,Touch preparation cytologic material (specimen),Touch preparation cytologic material,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,430791000124104,Human breast milk specimen (specimen),Human breast milk specimen,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,430751000124105,Viral isolate specimen (specimen),Viral isolate specimen,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,430408004,Cytologic material obtained from pleural fluid (specimen),Cytologic material obtained from pleural fluid,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,430389009,Cytologic material obtained from amniotic fluid (specimen),Amniotic fluid cytologic material,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,430387006,"Combined specimen of cytologic material from endocervix, ectocervix, and vaginal fornix (specimen)","Combined specimen of cytologic material from endocervix, ectocervix, and vaginal fornix",SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,430386002,Spermatozoa cytologic material (specimen),Spermatozoa cytologic material,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,430379005,Cytologic material obtained from pericardial fluid (specimen),Cytologic material obtained from pericardial fluid,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,430346005,Liquid based cytologic material (specimen),Liquid based cytologic material,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,430319000,Specimen from tooth (specimen),Specimen from tooth,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,430318008,Cytologic material obtained from urine (specimen),Urine cytologic material,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,430312009,Cytologic material obtained from synovial fluid (specimen),Cytologic material obtained from synovial fluid,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,430310001,Cytologic material obtained from sputum (specimen),Sputum cytologic material,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,430309006,Cytologic material obtained from breast nipple discharge (specimen),Breast nipple discharge cytologic material,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,430304001,Specimen from unspecified body site (specimen),Specimen from unspecified body site,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,430297000,Cytologic material obtained from unspecified body site (specimen),Cytologic material obtained from unspecified body site,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,430268003,Specimen from bone (specimen),Specimen from bone,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,430250001,Specimen from peritoneum (specimen),Specimen from peritoneum,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,430249001,Specimen from tongue (specimen),Specimen from tongue,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,430248009,Specimen from nasopharyngeal structure (specimen),Specimen from nasopharyngeal structure,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,430246008,Specimen from upper limb (specimen),Specimen from upper limb,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,430245007,Specimen from nasal fossae (specimen),Specimen from nasal fossae,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,430244006,Specimen from pericardium (specimen),Specimen from pericardium,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,430241003,Ear cytologic material (specimen),Ear cytologic material,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,430238007,Specimen from nasal sinus (specimen),Specimen from nasal sinus,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,430236006,Specimen from nerve (specimen),Specimen from nerve,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,430234009,Specimen from spermatic cord (specimen),Specimen from spermatic cord,SCT,ad-113,Specimen_type,av-157,Coded specimen type
